orderId,orderDateTime,totalAmount,id,name,quantity,amount,merchantId,name
27119,"2022-07-31 13:07:27",44.75,3320,"D17-GREEN TEA",1,1.80,166,"黑武士 Samurai"
27120,"2022-07-31 13:59:57",54.00,5793,"经典红豆沙牛乳 Azuki Bean Milky Smoothie (M)",1,10.00,241,"汤妈妈 Tangmama"
27120,"2022-07-31 13:59:57",54.00,5793,"黑芝麻水泥牛乳 Black Sesame Milky Smoothie (M)",2,12.00,241,"汤妈妈 Tangmama"
27120,"2022-07-31 13:59:57",54.00,5793,"经典绿豆沙牛乳 Mung Bean Milky Smoothie  (M)",1,10.00,241,"汤妈妈 Tangmama"
27121,"2022-07-31 14:21:33",12.50,5794,"黑芝麻水泥牛乳 Black Sesame Milky Smoothie (M)",1,12.00,241,"汤妈妈 Tangmama"
27122,"2022-07-31 14:31:52",37.00,5796,"满料绿豆沙牛乳 Royale Mung Bean Milky Smoothie (L)",1,16.00,241,"汤妈妈 Tangmama"
27122,"2022-07-31 14:31:52",37.00,5796,"满料红豆沙牛乳 Royale Azuki Bean Milky Smoothie (L)",1,16.00,241,"汤妈妈 Tangmama"
27123,"2022-07-31 15:26:42",17.20,5795,"护眼明目花茶 Chrysanthemum &Chinese Herbal Flower Tea",2,4.80,99,"洪公子花茶 Hong Gong Zi Flower Tea"
27123,"2022-07-31 15:26:42",17.20,5795,"通便排毒花茶 Detoxing Flower Tea (Pregnant Prohibited)",2,4.80,99,"洪公子花茶 Hong Gong Zi Flower Tea"
27129,"2022-07-31 16:57:25",7.40,4784,"七仙女花茶 Seven Angels Flower Tea",1,4.80,99,"洪公子花茶 Hong Gong Zi Flower Tea"
27129,"2022-07-31 16:57:25",7.40,4784,"天香茉莉花茶 TianXiang Jasmine Tea",1,4.60,99,"洪公子花茶 Hong Gong Zi Flower Tea"
27130,"2022-07-31 18:07:14",4.80,4800,"青皮糕 Kuih Ketayap",1,2.20,99,"洪公子花茶 Hong Gong Zi Flower Tea"
27130,"2022-07-31 18:07:14",4.80,4800,"浪漫玫瑰花茶 Romantic Rose Tea(Pregnant Prohibited)",1,4.60,99,"洪公子花茶 Hong Gong Zi Flower Tea"
27133,"2022-07-31 18:59:38",56.43,5798,"NR3 - Kimchi Ramen",1,16.90,166,"黑武士 Samurai"
27133,"2022-07-31 18:59:38",56.43,5798,"D17-Green tea hot",1,1.80,166,"黑武士 Samurai"
27133,"2022-07-31 18:59:38",56.43,5798,"D17-GREEN TEA",1,1.80,166,"黑武士 Samurai"
27133,"2022-07-31 18:59:38",56.43,5798,"Bun01-chicken cheese bun",1,13.90,166,"黑武士 Samurai"
27133,"2022-07-31 18:59:38",56.43,5798,"B2- Tori karaage bento",1,16.90,166,"黑武士 Samurai"
27136,"2022-07-31 19:26:52",22.77,5801,"NR1 - Cha shu ramen",1,18.90,166,"黑武士 Samurai"
27136,"2022-07-31 19:26:52",22.77,5801,"D17-GREEN TEA",1,1.80,166,"黑武士 Samurai"
27137,"2022-07-31 20:14:25",19.00,2868,"培根芝士手抓饼 Bacon Cheese Pancake",2,9.00,251,"C8 臭宝贝 Menjalara"
27139,"2022-07-31 20:28:15",12.40,3053,"通便排毒花茶 Detoxing Flower Tea (Pregnant Prohibited)",3,4.80,99,"洪公子花茶 Hong Gong Zi Flower Tea"
27141,"2022-08-01 09:04:06",3.00,5748,"Roti Canai Goreng (1 set)",1,3.00,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27142,"2022-08-01 09:08:34",13.60,3810,"(30) Butter Cream Chicken Rice",2,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27143,"2022-08-01 09:12:19",1.54,5802,"Roti Planta",1,2.20,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27144,"2022-08-01 09:27:32",3.50,3427,"(01) Indomie Egg",1,3.50,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27145,"2022-08-01 09:57:03",6.80,4660,"(01B) Stir Fry Kimchi Noodles",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27146,"2022-08-01 09:58:38",3.40,4693,"Roti Kosong",1,1.20,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27146,"2022-08-01 09:58:38",3.40,4693,"Roti Planta",1,2.20,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27147,"2022-08-01 09:59:28",10.50,3980,"(12) Deli Chicken with Indomie",1,7.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27150,"2022-08-01 10:08:27",3.50,4265,"(01) Indomie Egg",1,3.50,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27151,"2022-08-01 10:10:24",7.80,5211,"(25) Cheese Crispy Chicken Rice",1,7.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27152,"2022-08-01 10:12:51",5.50,4046,"Nasi Goreng Ayam",1,5.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27153,"2022-08-01 10:14:01",7.00,4314,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27153,"2022-08-01 10:14:01",7.00,4314,"TEH AIS",1,2.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27154,"2022-08-01 10:15:11",6.00,4312,"Maggie Goreng",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27155,"2022-08-01 10:17:06",6.50,5200,"(01) Indomie Egg",1,3.50,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27156,"2022-08-01 10:17:32",5.00,4310,"French Toast with Egg",1,3.00,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27156,"2022-08-01 10:17:32",5.00,4310,"Tosai Besar",1,2.00,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27158,"2022-08-01 10:19:20",7.50,5151,"Mee Goreng",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27158,"2022-08-01 10:19:20",7.50,5151,"Air Limau Ais/Lime Ais",1,1.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27157,"2022-08-01 10:18:31",8.50,4519,"Roti Canai Maggi",1,5.50,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27157,"2022-08-01 10:18:31",8.50,4519,"Roti canai burger ayam",1,5.00,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27159,"2022-08-01 10:21:40",6.50,5253,"Murtabak Ayam",1,4.00,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27159,"2022-08-01 10:21:40",6.50,5253,"Roti Telur",1,2.50,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27160,"2022-08-01 10:21:44",5.90,4315,"Roti Bom Susu",1,2.20,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27160,"2022-08-01 10:21:44",5.90,4315,"Roti Kosong",1,1.20,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27160,"2022-08-01 10:21:44",5.90,4315,"Roti Telur",1,2.50,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27161,"2022-08-01 10:23:03",5.00,5437,"Roti Telur",2,2.50,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27163,"2022-08-01 10:26:05",7.00,5806,"Nasi ButterMilk chicken",1,6.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27164,"2022-08-01 10:40:53",6.90,5807,"蛋酱意大利面 + 冰柠檬红茶 Spaghetti Carbonara + Ice Lemon Tea",1,8.90,247,"FM CAFE (TARUC)"
27165,"2022-08-01 10:42:12",8.90,5807,"日式照烧鸡肉饭 + 冰柠檬红茶 Teriyaki Chicken with Plain Rice + Ice Lemon Tea",1,8.90,247,"FM CAFE (TARUC)"
27166,"2022-08-01 10:46:48",3.50,5227,"Bihun@mee@kuehteow sup ayam",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27167,"2022-08-01 10:48:41",6.00,4401,"Nasi Goreng Cina",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27168,"2022-08-01 10:59:30",5.00,3791,"(01) Indomie Egg",1,3.50,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27172,"2022-08-01 11:04:15",3.50,4743,"(01) Indomie Egg",1,3.50,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27177,"2022-08-01 11:08:26",6.00,4836,"(25) Cheese Crispy Chicken Rice",1,8.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27178,"2022-08-01 11:08:38",3.50,4745,"(01) Indomie Egg",1,3.50,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27179,"2022-08-01 11:08:54",11.50,4465,"Nasi Goreng Ayam",1,5.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27179,"2022-08-01 11:08:54",11.50,4465,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27180,"2022-08-01 11:11:09",3.50,4433,"Mee Goreng Mamak Telur Mata",1,5.00,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27182,"2022-08-01 11:13:40",5.00,5351,"(02) Chicken Ham Egg Indomie",1,5.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27184,"2022-08-01 11:14:29",21.00,4839,"Nasi Goreng Pattaya",3,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27184,"2022-08-01 11:14:29",21.00,4839,"Nasi Goreng Tom yam",1,6.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27185,"2022-08-01 11:15:03",5.00,5351,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27186,"2022-08-01 11:15:26",13.80,4013,"(01) Indomie Egg",2,3.50,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27186,"2022-08-01 11:15:26",13.80,4013,"(01A) Korean Ramen With Cheese And Egg",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27189,"2022-08-01 11:29:14",5.50,4234,"矮婆加里 Short Po Curry Noodles",1,5.50,260,"TTJ Noodles Restaurant (TARUC Yum Yum Cafeteria)"
27191,"2022-08-01 11:33:04",5.00,4850,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27193,"2022-08-01 11:34:43",6.80,4013,"(28) Mayo Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27194,"2022-08-01 11:35:04",27.60,5813,"(25) Cheese Crispy Chicken Rice",1,7.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27194,"2022-08-01 11:35:04",27.60,5813,"(12) Deli Chicken with Indomie",1,7.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27194,"2022-08-01 11:35:04",27.60,5813,"(30) Butter Cream Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27194,"2022-08-01 11:35:04",27.60,5813,"(S02) Mee Soup with Ham",1,5.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27195,"2022-08-01 11:36:42",11.00,4234,"矮婆加里 Short Po Curry Noodles",2,5.50,260,"TTJ Noodles Restaurant (TARUC Yum Yum Cafeteria)"
27196,"2022-08-01 11:45:14",7.80,4390,"(30) Butter Cream Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27197,"2022-08-01 11:48:18",6.80,5816,"(30) Butter Cream Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27198,"2022-08-01 11:48:57",12.50,5815,"云吞面 Wantan Noodles",1,6.00,260,"TTJ Noodles Restaurant (TARUC Yum Yum Cafeteria)"
27198,"2022-08-01 11:48:57",12.50,5815,"水饺面 Dumpling Noodles",1,6.00,260,"TTJ Noodles Restaurant (TARUC Yum Yum Cafeteria)"
27200,"2022-08-01 11:49:14",12.60,5817,"云吞面 Wantan Noodles",1,6.00,260,"TTJ Noodles Restaurant (TARUC Yum Yum Cafeteria)"
27200,"2022-08-01 11:49:14",12.60,5817,"板面 Pan Mee Noodles (粗板面 Thick Pan Mee)",1,6.00,260,"TTJ Noodles Restaurant (TARUC Yum Yum Cafeteria)"
27201,"2022-08-01 11:49:16",10.50,4637,"Nasi Goreng Ayam",1,5.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27201,"2022-08-01 11:49:16",10.50,4637,"Air Teh 'o' Limau Ais/Tea 'o' Lime ais",1,2.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27210,"2022-08-01 11:52:35",18.40,5565,"鸡扒 + 冰柠檬红茶 Chicken Chop + Ice Lemon Tea",1,10.90,247,"FM CAFE (TARUC)"
27210,"2022-08-01 11:52:35",18.40,5565,"脆皮鸡饭 + 冰柠檬红茶 Crispy Chicken Rice + Ice Lemon Tea",1,9.50,247,"FM CAFE (TARUC)"
27207,"2022-08-01 11:52:02",4.20,5818,"TEH AIS",3,2.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27276,"2022-08-01 12:06:54",15.60,3585,"(29) Keju Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27276,"2022-08-01 12:06:54",15.60,3585,"(25) Cheese Crispy Chicken Rice",1,7.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27216,"2022-08-01 11:54:32",15.93,5367,"板面 Pan Mee Noodles (粗板面 Thick Pan Mee)",2,5.50,260,"TTJ Noodles Restaurant (TARUC Yum Yum Cafeteria)"
27216,"2022-08-01 11:54:32",15.93,5367,"板面 Pan Mee Noodles (粗板面 Thick Pan Mee)",1,5.50,260,"TTJ Noodles Restaurant (TARUC Yum Yum Cafeteria)"
27278,"2022-08-01 12:07:52",8.00,4275,"(25) Cheese Crispy Chicken Rice",1,8.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27279,"2022-08-01 12:07:52",15.84,4995,"(01C) Korean Bulgogi",2,8.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27280,"2022-08-01 12:08:16",6.12,5070,"(28) Mayo Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27217,"2022-08-01 11:54:33",6.80,4605,"(28) Mayo Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27281,"2022-08-01 12:08:52",7.00,5136,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27281,"2022-08-01 12:08:52",7.00,5136,"Air Teh 'o' Limau Ais/Tea 'o' Lime ais",1,2.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27282,"2022-08-01 12:09:19",6.80,4859,"(30) Butter Cream Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27283,"2022-08-01 12:09:23",6.00,4492,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27285,"2022-08-01 12:11:15",4.95,4386,"Nasi Goreng Ayam",1,5.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27286,"2022-08-01 12:11:16",6.80,5821,"(28) Mayo Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27284,"2022-08-01 12:11:06",6.80,4864,"(30) Butter Cream Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27287,"2022-08-01 12:11:18",7.80,4468,"(25) Cheese Crispy Chicken Rice",1,7.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27288,"2022-08-01 12:13:04",18.80,5230,"(S05) Mee Soup with Cheese Pepperoni",1,5.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27288,"2022-08-01 12:13:04",18.80,5230,"(32) Deli Spicy Crispy Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27288,"2022-08-01 12:13:04",18.80,5230,"(01) Indomie Egg",1,3.50,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27206,"2022-08-01 11:51:55",7.00,5136,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27206,"2022-08-01 11:51:55",7.00,5136,"Air Teh 'o' Limau Ais/Tea 'o' Lime ais",1,2.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27289,"2022-08-01 12:16:01",6.80,3786,"(28) Mayo Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27290,"2022-08-01 12:19:15",4.00,4276,"Yami Pop Corn Fried Chicken (Cup)",1,4.00,28,"Yami Shawarma (TARUC Red Bricks Cafeteria)"
27291,"2022-08-01 12:20:34",10.00,4960,"(01) Indomie Egg",2,3.50,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27292,"2022-08-01 12:22:57",13.80,4111,"(12) Deli Chicken with Indomie",1,7.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27292,"2022-08-01 12:22:57",13.80,4111,"(01B) Stir Fry Kimchi Noodles",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27293,"2022-08-01 12:23:29",6.50,4128,"(01) Indomie Egg",1,3.50,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27295,"2022-08-01 12:24:45",4.80,5823,"(30) Butter Cream Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27296,"2022-08-01 12:25:25",5.40,4033,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27294,"2022-08-01 12:24:36",4.95,5402,"Yami Fried Chicken Wrap",1,5.50,28,"Yami Shawarma (TARUC Red Bricks Cafeteria)"
27298,"2022-08-01 12:28:56",6.80,5401,"(01A) Korean Ramen With Cheese And Egg",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27300,"2022-08-01 12:34:15",24.72,5825,"甘草菊花  Licorice Chrysanthemum",1,3.50,214,东城烧臘之家
27300,"2022-08-01 12:34:15",24.72,5825,"炭火烧鸡饭  Roasted Chicken Rice",1,5.50,214,东城烧臘之家
27300,"2022-08-01 12:34:15",24.72,5825,"蜜汁鸡扒饭  BBQ Chicken Rice",1,8.00,214,东城烧臘之家
27300,"2022-08-01 12:34:15",24.72,5825,"卤豆干(半块)    Braised Tofu (half)",1,2.00,214,东城烧臘之家
27300,"2022-08-01 12:34:15",24.72,5825,"香脆芽菜  Bean Sprout",1,5.00,214,东城烧臘之家
27301,"2022-08-01 12:34:41",4.00,5826,"Roti Bawang",2,2.00,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27304,"2022-08-01 12:38:26",11.90,4955,"(01) Indomie Egg",1,3.70,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27304,"2022-08-01 12:38:26",11.90,4955,"(12) Deli Chicken with Indomie",1,7.20,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27302,"2022-08-01 12:37:38",1.61,5829,"Air Teh 'o' Limau Ais/Tea 'o' Lime ais",1,2.30,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27307,"2022-08-01 12:40:22",3.00,5829,"Cendol Cup (Jagung)",1,3.00,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27310,"2022-08-01 12:42:16",20.00,4871,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27310,"2022-08-01 12:42:16",20.00,4871,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27310,"2022-08-01 12:42:16",20.00,4871,"Meehoon Goreng",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27309,"2022-08-01 12:42:10",4.40,5830,"Roti Planta",1,2.20,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27309,"2022-08-01 12:42:10",4.40,5830,"Roti Kaya",1,2.20,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27312,"2022-08-01 12:44:44",5.40,4047,"伊面 Yee Mee Noodles",1,5.50,260,"TTJ Noodles Restaurant (TARUC Yum Yum Cafeteria)"
27313,"2022-08-01 12:45:34",5.00,5829,"Cendol Cup (Ice Cream)",1,5.00,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27314,"2022-08-01 12:54:00",15.00,2109,"Nasi Goreng Pattaya",2,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27314,"2022-08-01 12:54:00",15.00,2109,"Maggie Goreng",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27315,"2022-08-01 13:01:56",3.00,4046,"Yami Keropok Lekor",1,3.00,28,"Yami Shawarma (TARUC Red Bricks Cafeteria)"
27317,"2022-08-01 13:04:20",6.12,3934,"(30) Butter Cream Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27318,"2022-08-01 13:05:08",6.00,4828,"Nasi Goreng Tom yam",1,6.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27319,"2022-08-01 13:05:18",5.80,5832,"(30) Butter Cream Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27320,"2022-08-01 13:06:59",4.95,5417,"矮婆加里 Short Po Curry Noodles",1,5.50,260,"TTJ Noodles Restaurant (TARUC Yum Yum Cafeteria)"
27321,"2022-08-01 13:07:58",6.80,5833,"(01A) Korean Ramen With Cheese And Egg",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27322,"2022-08-01 13:08:19",2.50,5572,"Roti Telur",1,2.50,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27323,"2022-08-01 13:12:07",7.00,5833,"(12) Deli Chicken with Indomie",1,7.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27324,"2022-08-01 13:12:13",9.50,4530,"(12) Deli Chicken with Indomie",1,7.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27325,"2022-08-01 13:13:01",14.60,4878,"(30) Butter Cream Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27325,"2022-08-01 13:13:01",14.60,4878,"(25) Cheese Crispy Chicken Rice",1,7.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27326,"2022-08-01 13:17:36",2.50,5670,"Roti Cheese",1,2.50,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27327,"2022-08-01 13:24:11",3.00,5401,"Air Limau Ais/Lime Ais",2,1.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27328,"2022-08-01 13:24:30",4.80,5836,"(01A) Korean Ramen With Cheese And Egg",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27329,"2022-08-01 13:31:07",1.50,2,"KOPI O AIS",1,1.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27330,"2022-08-01 13:31:42",7.80,3578,"(25) Cheese Crispy Chicken Rice",1,7.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27331,"2022-08-01 13:33:23",7.65,4630,"(12) Deli Chicken with Indomie",1,7.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27333,"2022-08-01 13:38:46",3.00,4984,"Yami Keropok Lekor",1,3.00,28,"Yami Shawarma (TARUC Red Bricks Cafeteria)"
27334,"2022-08-01 13:40:21",6.30,4001,"(12) Deli Chicken with Indomie",1,7.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27335,"2022-08-01 13:40:38",2.50,5838,"Roti Telur",1,2.50,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27336,"2022-08-01 13:46:51",3.15,4590,"(01) Indomie Egg",1,3.50,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27338,"2022-08-01 13:56:51",5.50,5258,"Nasi Goreng Ayam",1,5.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27339,"2022-08-01 13:57:55",14.50,5072,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27339,"2022-08-01 13:57:55",14.50,5072,"Nasi Goreng Ayam",1,5.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27339,"2022-08-01 13:57:55",14.50,5072,"KOPI SUSU AIS",1,2.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27340,"2022-08-01 14:00:35",7.80,5089,"(32) Deli Spicy Crispy Chicken Rice",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27341,"2022-08-01 14:01:59",10.80,3912,"伊面 Yee Mee Noodles",1,5.50,260,"TTJ Noodles Restaurant (TARUC Yum Yum Cafeteria)"
27342,"2022-08-01 14:08:45",1.50,5842,"Air Limau Ais/Lime Ais",1,1.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27343,"2022-08-01 14:31:23",9.30,5664,"(01A) Korean Ramen With Cheese And Egg",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27344,"2022-08-01 14:44:13",22.60,5845,"(12) Deli Chicken with Indomie",1,7.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27344,"2022-08-01 14:44:13",22.60,5845,"(25) Cheese Crispy Chicken Rice",2,7.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
27345,"2022-08-01 14:53:04",8.00,5482,"Roti canai burger ayam",2,5.00,25,"Mamak Food (TARUC Yum Yum Cafeteria)"
27348,"2022-08-01 16:40:17",25.00,5832,"经典红豆沙牛乳 Azuki Bean Milky Smoothie (M)",1,10.00,241,"汤妈妈 Tangmama"
27348,"2022-08-01 16:40:17",25.00,5832,"经典绿豆沙牛乳 Mung Bean Milky Smoothie  (M)",1,10.00,241,"汤妈妈 Tangmama"
27349,"2022-08-01 17:14:00",27.00,5846,"经典绿豆沙牛乳 Mung Bean Milky Smoothie  (M)",1,10.00,241,"汤妈妈 Tangmama"
27349,"2022-08-01 17:14:00",27.00,5846,"经典红豆沙牛乳 Azuki Bean Milky Smoothie (M)",1,10.00,241,"汤妈妈 Tangmama"
27350,"2022-08-01 17:51:51",27.59,5310,Mocha,2,7.90,40,"Cube Coffee (Greenlane)"
27350,"2022-08-01 17:51:51",27.59,5310,"Green Tea",1,7.90,40,"Cube Coffee (Greenlane)"
27351,"2022-08-01 19:40:06",30.00,4416,"经典绿豆沙牛乳 Mung Bean Milky Smoothie  (M)",2,10.00,241,"汤妈妈 Tangmama"
27353,"2022-08-02 09:26:22",4.42,5061,"Nasi Goreng Pattaya",1,5.20,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27354,"2022-08-02 09:54:06",7.50,5851,"Nasi Goreng Ayam",1,5.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27354,"2022-08-02 09:54:06",7.50,5851,"Telur Setengah Masak per set",1,2.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27355,"2022-08-02 09:56:34",10.50,4467,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27355,"2022-08-02 09:56:34",10.50,4467,"Nasi Goreng Pattaya",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27355,"2022-08-02 09:56:34",10.50,4467,"TEH O AIS",1,1.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27357,"2022-08-02 09:57:41",2.30,4991,"Kopi Cam Ais",1,2.30,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27356,"2022-08-02 09:57:24",5.40,4465,"Maggie Sup",1,5.00,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
27358,"2022-08-02 10:08:16",8.71,2071,"Cube Coffee",1,9.90,41,"Cube Coffee (New World Park)"
